bairro,densidade_pop,idh,dist_ubs_km,historico_atendimentos,pct_exames_pendentes,populacao_infantil_pct,dia_semana_cadastro,latitude,longitude,demanda
Cambuci,16218.36,0.817,0.628,7,0.5073,0.2785,3,-23.567793,-46.613811,Baixa
Cambuci,17057.36,0.8365,0.629,8,0.2016,0.2653,1,-23.570507,-46.627845,Media
Bom Retiro,20842.39,0.7363,0.742,9,0.0778,0.199,5,-23.523894,-46.6387,Alta
Bom Retiro,24095.15,0.7465,0.381,9,0.1258,0.3281,0,-23.527266,-46.639701,Media
Bom Retiro,19879.89,0.7573,0.374,17,0.084,0.1897,6,-23.517122,-46.640255,Baixa
Bom Retiro,21884.35,0.7304,0.497,8,0.2212,0.1901,5,-23.528776,-46.636593,Alta
Bom Retiro,20643.13,0.7333,0.337,13,0.127,0.2288,3,-23.526079,-46.642076,Alta
Bom Retiro,19895.9,0.7308,0.323,14,0.3901,0.1681,0,-23.520266,-46.635677,Alta
Bom Retiro,20753.76,0.7841,0.832,8,0.3101,0.2102,5,-23.523219,-46.645287,Media
Bom Retiro,20777.77,0.76,0.399,10,0.386,0.2019,2,-23.532714,-46.632643,Media
Bom Retiro,20691.84,0.723,0.378,5,0.2358,0.2524,6,-23.522969,-46.642901,Media
Bom Retiro,20993.93,0.7167,0.457,8,0.0929,0.2239,6,-23.528169,-46.630547,Media
Bom Retiro,22345.91,0.731,0.301,9,0.1399,0.1529,0,-23.538205,-46.633138,Alta
Bom Retiro,20155.16,0.7524,0.245,11,0.0325,0.1965,1,-23.521382,-46.644751,Baixa
Bom Retiro,20959.24,0.7078,0.465,13,0.3261,0.2446,2,-23.526833,-46.630759,Baixa
Bom Retiro,23328.19,0.7198,0.673,14,0.0273,0.2787,2,-23.530308,-46.638121,Alta
Bom Retiro,19631.0,0.7447,0.273,11,0.3864,0.1425,0,-23.524308,-46.628652,Media
Bom Retiro,20336.18,0.7227,0.255,4,0.4096,0.2,0,-23.521801,-46.635255,Media
Bom Retiro,21592.57,0.75,0.353,10,0.5769,0.1013,5,-23.521195,-46.636626,Media
Bom Retiro,16776.84,0.7366,0.357,16,0.4289,0.2098,5,-23.532308,-46.645239,Alta
Bom Retiro,23564.44,0.7125,0.321,10,0.0301,0.1837,2,-23.530005,-46.639744,Media
Bom Retiro,22756.5,0.7188,0.604,6,0.3295,0.2417,1,-23.533515,-46.649191,Alta
Bom Retiro,21948.18,0.7418,0.382,9,0.1581,0.2041,3,-23.533491,-46.628238,Alta
Bom Retiro,21981.0,0.7427,1.175,9,0.2697,0.1906,3,-23.532966,-46.628037,Media
Bom Retiro,20963.2,0.7402,0.467,9,0.3023,0.2281,1,-23.518348,-46.63839,Media
Bom Retiro,21922.27,0.7421,0.423,14,0.2461,0.2833,5,-23.523228,-46.648998,Media
Bom Retiro,20464.18,0.7471,0.376,7,0.1577,0.2743,6,-23.522665,-46.644933,Media
Jardim Paulista,11938.12,0.8394,1.201,7,0.2853,0.2193,4,-23.573414,-46.671977,Baixa
Jardim Paulista,14097.02,0.8773,1.052,12,0.1972,0.3124,6,-23.568407,-46.672026,Alta
Jardim Paulista,12928.42,0.8824,1.071,10,0.2646,0.2067,6,-23.56883,-46.668353,Media
Jardim Paulista,13722.49,0.8422,0.7,8,0.4331,0.1959,6,-23.568218,-46.66102,Baixa
Jardim Paulista,13100.4,0.8721,0.68,13,0.076,0.1099,2,-23.561128,-46.670701,Baixa
Jardim Paulista,9213.14,0.8211,1.066,14,0.4968,0.2217,6,-23.571946,-46.665493,Media
Jardim Paulista,12411.16,0.8464,0.77,10,0.0773,0.2817,2,-23.56282,-46.673028,Baixa
Jardim Paulista,11791.92,0.8593,0.669,7,0.1288,0.1268,3,-23.575597,-46.66878,Baixa
Jardim Paulista,14100.56,0.8689,0.844,8,0.0809,0.1896,3,-23.562103,-46.672468,Baixa
Jardim Paulista,12949.36,0.8719,0.675,5,0.1572,0.1918,6,-23.570819,-46.664843,Baixa
Jardim Paulista,12664.54,0.8884,0.825,7,0.6132,0.2285,2,-23.565253,-46.680331,Baixa
Jardim Paulista,16143.18,0.8524,0.673,9,0.3442,0.1711,1,-23.570182,-46.670128,Baixa
Jardim Paulista,12817.9,0.8701,0.778,4,0.0116,0.1551,1,-23.573848,-46.673443,Baixa
Jardim Paulista,10667.83,0.8625,0.612,16,0.4046,0.2267,0,-23.570892,-46.667604,Baixa
Jardim Paulista,13658.64,0.8872,0.774,16,0.3068,0.2729,0,-23.56846,-46.675544,Media
Jardim Paulista,12097.84,0.9098,0.627,6,0.2555,0.3275,2,-23.565015,-46.671673,Baixa
Jardim Paulista,13032.57,0.8517,1.073,13,0.5108,0.2512,6,-23.572492,-46.662787,Baixa
Jardim Paulista,14559.18,0.8414,0.899,6,0.1567,0.2257,2,-23.565642,-46.674668,Baixa
Jardim Paulista,14788.12,0.8393,0.796,12,0.3689,0.2994,0,-23.573311,-46.670041,Baixa
Jardim Paulista,13430.12,0.8723,0.953,9,0.5089,0.1606,0,-23.561718,-46.66863,Baixa
Jardim Paulista,13732.42,0.8543,1.323,9,0.3436,0.1451,4,-23.565047,-46.666853,Media
Jardim Paulista,16893.05,0.8837,1.115,10,0.3125,0.1649,0,-23.573121,-46.671802,Baixa
Jardim Paulista,13642.88,0.8342,0.657,7,0.272,0.1919,4,-23.568035,-46.666439,Media
Jardim Paulista,14493.35,0.8506,0.851,10,0.1483,0.2511,5,-23.570398,-46.671935,Media
Jardim Paulista,16191.29,0.8469,0.828,8,0.2794,0.2741,0,-23.570607,-46.673715,Baixa
Jabaquara,7787.75,0.8392,0.85,11,0.137,0.2758,1,-23.655375,-46.645762,Baixa
Jabaquara,11614.41,0.8298,0.905,12,0.1339,0.2745,4,-23.650667,-46.646704,Media
Jabaquara,12482.23,0.8687,0.902,7,0.393,0.25,2,-23.649068,-46.637611,Baixa
Jabaquara,14058.45,0.8332,0.678,7,0.0537,0.2101,1,-23.657963,-46.651708,Media
Jabaquara,9953.59,0.9028,1.099,8,0.2245,0.243,5,-23.643706,-46.636106,Media
Jabaquara,14186.97,0.8592,0.855,11,0.119,0.2379,4,-23.646269,-46.644363,Media
Jabaquara,11457.38,0.8604,0.781,9,0.6945,0.322,0,-23.64487,-46.642758,Media
Jabaquara,13446.91,0.8685,1.036,7,0.0687,0.1357,0,-23.644976,-46.652483,Media
Jabaquara,9752.64,0.8648,0.926,11,0.2833,0.1953,6,-23.643928,-46.639275,Baixa
Jabaquara,11914.69,0.8801,0.711,12,0.2682,0.2134,2,-23.653919,-46.642616,Baixa
Jabaquara,10881.27,0.8946,0.709,12,0.5777,0.275,2,-23.645128,-46.639589,Baixa
Jabaquara,12425.49,0.8661,0.766,6,0.3183,0.1723,1,-23.640615,-46.64128,Media
Jabaquara,10641.95,0.8684,0.799,7,0.3508,0.1766,6,-23.639932,-46.640914,Baixa
Jabaquara,10493.09,0.9114,0.968,10,0.1637,0.2429,1,-23.649012,-46.637925,Baixa
Jabaquara,12629.32,0.9423,0.701,12,0.2328,0.2824,1,-23.653041,-46.637313,Baixa
Jabaquara,9002.65,0.8608,0.885,12,0.1121,0.1784,2,-23.643364,-46.646342,Baixa
Jabaquara,9925.13,0.8726,1.077,9,0.501,0.1439,5,-23.640397,-46.6397,Baixa
Jabaquara,10367.61,0.848,0.734,7,0.1015,0.2485,4,-23.641707,-46.641615,Media
Jabaquara,9661.72,0.8814,0.708,11,0.2931,0.1832,5,-23.645251,-46.649093,Media
Jabaquara,8977.45,0.8579,0.682,10,0.2712,0.1633,1,-23.65381,-46.646058,Baixa
Jabaquara,10513.08,0.848,0.769,11,0.1081,0.3118,0,-23.655068,-46.641909,Baixa
Jabaquara,11404.71,0.8727,1.035,11,0.3051,0.2481,3,-23.649793,-46.63847,Media
Jabaquara,11837.74,0.8492,1.059,13,0.2731,0.284,2,-23.652618,-46.643621,Media
Jabaquara,13495.82,0.8435,0.671,11,0.1077,0.165,1,-23.642816,-46.641375,Baixa
Jabaquara,10663.69,0.8367,0.942,8,0.3384,0.2252,1,-23.647487,-46.64276,Media
Sacomã,22540.11,0.7407,1.464,13,0.0732,0.1994,0,-23.611378,-46.611184,Media
Sacomã,22472.1,0.7754,1.542,7,0.4438,0.183,3,-23.611128,-46.61327,Media
Sacomã,22123.56,0.7543,1.38,10,0.5057,0.244,4,-23.610203,-46.591732,Media
Sacomã,23888.61,0.7615,1.433,13,0.3308,0.2013,3,-23.608878,-46.601296,Media
Sacomã,23335.72,0.7291,1.536,9,0.4769,0.1763,6,-23.612864,-46.606833,Alta
Sacomã,21532.62,0.7389,1.675,12,0.2638,0.2514,1,-23.612458,-46.611971,Alta
Sacomã,23582.63,0.7516,1.583,6,0.1837,0.2548,3,-23.613218,-46.614777,Alta
Sacomã,21344.43,0.7627,1.504,11,0.2513,0.3319,1,-23.606123,-46.605923,Baixa
Sacomã,22047.94,0.7725,1.807,20,0.3166,0.2673,6,-23.620517,-46.604066,Baixa
Sacomã,20052.15,0.7323,1.413,6,0.3015,0.3099,1,-23.612036,-46.609619,Media
Sacomã,23502.57,0.7432,1.495,13,0.1626,0.2426,1,-23.614858,-46.604863,Media
Sacomã,21939.92,0.7769,1.617,9,0.518,0.2928,4,-23.613564,-46.603841,Alta
Sacomã,24540.86,0.7529,1.476,12,0.1287,0.2449,3,-23.618219,-46.601647,Baixa
Sacomã,23930.85,0.7396,1.459,6,0.5956,0.2156,5,-23.609049,-46.609366,Alta
Sacomã,23175.24,0.7309,1.432,7,0.3878,0.2316,3,-23.606536,-46.605771,Media
Sacomã,22261.75,0.7598,1.378,5,0.3487,0.2355,3,-23.608754,-46.611046,Alta
Sacomã,22059.05,0.7687,1.637,7,0.2373,0.2564,6,-23.619138,-46.595451,Alta
Sacomã,21427.92,0.7705,1.65,9,0.3752,0.2393,2,-23.61177,-46.612217,Media
Sacomã,23264.64,0.7442,1.523,6,0.2961,0.2303,3,-23.620666,-46.604484,Alta
Sacomã,20261.12,0.7901,1.35,13,0.2846,0.2141,4,-23.615846,-46.614585,Media
Sacomã,25273.21,0.7547,1.479,5,0.1156,0.2603,0,-23.612324,-46.604451,Alta
Sacomã,20019.96,0.7341,1.679,6,0.0903,0.2015,0,-23.615583,-46.600867,Media
Sacomã,19213.51,0.7111,1.342,6,0.5014,0.2103,3,-23.609719,-46.602268,Alta
Sacomã,22626.44,0.7638,1.399,11,0.4237,0.2944,3,-23.614918,-46.594593,Alta
Sacomã,24927.25,0.7511,1.403,6,0.5364,0.2658,2,-23.613148,-46.607967,Media
Ipiranga,16063.38,0.85,3.258,12,0.2872,0.1269,2,-23.603614,-46.597841,Media
Ipiranga,20386.24,0.8785,3.532,12,0.0657,0.1842,1,-23.591075,-46.609219,Media
Ipiranga,16640.26,0.8307,3.013,9,0.1965,0.2058,5,-23.590469,-46.60078,Media
Ipiranga,19618.95,0.8446,3.321,17,0.6353,0.2248,0,-23.596242,-46.598664,Alta
Ipiranga,17961.83,0.7752,2.995,4,0.1943,0.2291,1,-23.598344,-46.592761,Media
Ipiranga,18214.09,0.8327,3.055,11,0.0851,0.1282,5,-23.592103,-46.599656,Baixa
Ipiranga,18710.36,0.8431,3.127,7,0.6388,0.227,6,-23.602412,-46.594822,Media
Ipiranga,17323.89,0.8594,3.078,9,0.3658,0.2459,5,-23.596652,-46.597819,Baixa
Ipiranga,17997.48,0.8608,3.442,16,0.1865,0.1523,5,-23.593836,-46.594521,Media
Ipiranga,17836.69,0.8737,3.674,9,0.1465,0.2051,5,-23.595405,-46.600241,Baixa
Ipiranga,18838.07,0.862,3.34,9,0.1532,0.2801,5,-23.596983,-46.59908,Baixa
Ipiranga,17159.65,0.8572,3.15,12,0.5326,0.1907,2,-23.5875,-46.590982,Media
Ipiranga,15628.27,0.8469,3.677,8,0.2849,0.2359,4,-23.591268,-46.598115,Media
Ipiranga,17656.57,0.8514,3.065,12,0.4258,0.2204,3,-23.602233,-46.604508,Media
Ipiranga,14667.59,0.8301,3.412,11,0.0285,0.1851,4,-23.597,-46.597724,Baixa
Ipiranga,17357.16,0.87,3.197,14,0.2944,0.2417,2,-23.593942,-46.600527,Media
Ipiranga,17212.21,0.8457,3.278,11,0.047,0.235,0,-23.594924,-46.595808,Baixa
Ipiranga,13811.5,0.8489,3.087,7,0.206,0.2779,2,-23.592317,-46.599746,Baixa
Ipiranga,19100.16,0.8611,3.047,9,0.1916,0.2466,5,-23.596845,-46.598442,Alta
Ipiranga,17617.57,0.8207,3.436,9,0.358,0.1309,5,-23.591175,-46.60637,Alta
Ipiranga,16131.01,0.8434,3.419,8,0.4662,0.1204,2,-23.597476,-46.593989,Media
Ipiranga,19530.27,0.8717,3.036,15,0.3259,0.2671,4,-23.596756,-46.603909,Media
Ipiranga,18567.68,0.8763,3.104,12,0.1921,0.1944,5,-23.587287,-46.607385,Alta
Ipiranga,17694.27,0.8567,3.3,8,0.2362,0.229,3,-23.599678,-46.590134,Baixa
Ipiranga,20567.94,0.8556,3.038,8,0.3035,0.2835,3,-23.5881,-46.598552,Media
Vila Prudente,13765.99,0.8396,1.029,6,0.1017,0.1426,3,-23.587389,-46.57793,Media
Vila Prudente,12679.84,0.8893,0.713,8,0.0913,0.2356,2,-23.577548,-46.580507,Baixa
Vila Prudente,12476.34,0.8585,0.749,16,0.0701,0.138,4,-23.574243,-46.573753,Baixa
Vila Prudente,9136.11,0.8446,0.563,15,0.0323,0.2849,0,-23.587753,-46.576187,Baixa
Vila Prudente,10411.44,0.8783,1.162,8,0.0829,0.1424,4,-23.571572,-46.575479,Baixa
Vila Prudente,12475.65,0.8614,0.649,5,0.155,0.3023,2,-23.579963,-46.590557,Baixa
Vila Prudente,13610.11,0.8562,0.6,10,0.3921,0.1702,5,-23.586485,-46.576816,Media
Vila Prudente,12245.76,0.8138,0.969,11,0.0361,0.2252,3,-23.580496,-46.58623,Baixa
Vila Prudente,17010.04,0.8918,0.687,8,0.0958,0.21,0,-23.583023,-46.580142,Media
Vila Prudente,12057.57,0.8556,0.665,15,0.4587,0.1839,0,-23.577557,-46.580251,Baixa
Vila Prudente,15060.26,0.9163,0.895,9,0.1276,0.2481,2,-23.574834,-46.586268,Baixa
Vila Prudente,13064.59,0.8579,0.597,14,0.1124,0.3192,1,-23.581597,-46.577304,Baixa
Vila Prudente,14834.66,0.886,0.67,14,0.5152,0.0874,0,-23.57854,-46.575201,Baixa
Vila Prudente,12273.01,0.8566,0.864,9,0.1849,0.3137,5,-23.579279,-46.583384,Baixa
Vila Prudente,10361.74,0.8563,1.013,11,0.4929,0.2068,6,-23.575621,-46.582734,Baixa
Vila Prudente,15101.14,0.8672,0.679,16,0.1213,0.2288,3,-23.578277,-46.576343,Baixa
Vila Prudente,12463.5,0.8777,0.821,11,0.2204,0.1876,0,-23.578649,-46.585649,Baixa
Vila Prudente,12082.76,0.8763,0.551,14,0.3232,0.1689,5,-23.582929,-46.581017,Baixa
Vila Prudente,10140.38,0.8479,0.698,11,0.468,0.2324,0,-23.580521,-46.581401,Media
Vila Prudente,13552.33,0.8465,0.683,5,0.4917,0.2435,5,-23.582871,-46.574836,Media
Vila Prudente,11331.23,0.8866,0.583,14,0.6048,0.2017,3,-23.575963,-46.588839,Media
Vila Prudente,14491.9,0.859,1.013,13,0.3793,0.1928,2,-23.587505,-46.58045,Alta
Vila Prudente,12472.55,0.8308,0.959,9,0.1816,0.3102,4,-23.583333,-46.58193,Baixa
Vila Prudente,14637.58,0.8493,1.52,13,0.1089,0.3247,5,-23.574557,-46.579751,Baixa
Vila Prudente,12304.24,0.858,0.552,10,0.3558,0.1625,4,-23.583101,-46.578338,Media
Itaquera,15225.71,0.7278,2.454,12,0.2368,0.2588,2,-23.542435,-46.458163,Alta
Itaquera,17162.04,0.7153,3.18,7,0.4712,0.2168,6,-23.535961,-46.465059,Alta
Itaquera,16075.06,0.704,2.222,8,0.8207,0.1633,6,-23.540369,-46.457979,Alta
Itaquera,15865.07,0.7016,2.305,11,0.3857,0.1311,1,-23.532939,-46.456201,Alta
Itaquera,13663.93,0.7176,2.439,11,0.4984,0.2375,0,-23.534755,-46.4616,Alta
Itaquera,15045.28,0.73,2.492,8,0.1823,0.1994,1,-23.546525,-46.456626,Media
Itaquera,13685.59,0.7024,2.282,10,0.1477,0.2599,2,-23.547077,-46.459571,Media
Itaquera,17732.21,0.7619,2.422,10,0.376,0.1964,1,-23.535654,-46.46668,Alta
Itaquera,13897.44,0.72,2.332,11,0.1797,0.2204,5,-23.543056,-46.449051,Media
Itaquera,14642.01,0.7268,2.253,6,0.1881,0.2022,4,-23.542844,-46.442205,Alta
Itaquera,12113.07,0.7052,2.69,8,0.1653,0.1862,2,-23.530094,-46.455744,Alta
Itaquera,16025.91,0.7358,2.292,10,0.4553,0.2166,4,-23.541541,-46.443606,Alta
Itaquera,16653.85,0.6877,2.468,11,0.1326,0.2642,0,-23.53673,-46.463646,Alta
Itaquera,14872.6,0.6823,2.68,7,0.157,0.322,1,-23.545008,-46.457981,Media
Itaquera,16281.55,0.7143,2.348,12,0.3511,0.182,0,-23.5458,-46.463491,Media
Itaquera,13760.3,0.701,2.334,13,0.1795,0.2307,3,-23.540498,-46.464165,Baixa
Itaquera,13298.47,0.6956,2.602,14,0.1241,0.3241,1,-23.533453,-46.453643,Baixa
Itaquera,16112.77,0.71,2.314,18,0.1756,0.3119,4,-23.540931,-46.464031,Alta
Itaquera,12739.87,0.7034,2.406,10,0.467,0.2006,4,-23.53611,-46.458324,Media
Itaquera,15152.13,0.7062,2.249,11,0.2543,0.1286,0,-23.539453,-46.465426,Alta
Itaquera,14843.01,0.7323,2.765,9,0.1033,0.2057,4,-23.540163,-46.451467,Alta
Itaquera,13630.08,0.7247,2.696,11,0.3187,0.2015,2,-23.537684,-46.453804,Media
Itaquera,16639.49,0.7138,2.233,17,0.1808,0.1191,6,-23.531952,-46.457585,Media
Itaquera,18744.55,0.7313,2.331,9,0.3189,0.2713,0,-23.548234,-46.461091,Alta
Itaquera,16114.71,0.7092,2.552,7,0.1937,0.2836,4,-23.546274,-46.45829,Alta
São Mateus,14954.61,0.6758,0.876,4,0.4028,0.1678,2,-23.606404,-46.477236,Media
São Mateus,14430.0,0.6507,0.316,8,0.3401,0.2437,5,-23.603037,-46.481414,Media
São Mateus,12906.32,0.7127,0.427,9,0.3522,0.2566,0,-23.595435,-46.476078,Media
São Mateus,13316.31,0.7122,0.684,10,0.3108,0.2314,3,-23.59946,-46.483763,Alta
São Mateus,13652.62,0.685,0.427,7,0.0056,0.2566,1,-23.592576,-46.480155,Media
São Mateus,14364.97,0.6808,0.287,4,0.3216,0.259,1,-23.608515,-46.487438,Alta
São Mateus,11508.15,0.6999,0.45,8,0.1976,0.1968,1,-23.596758,-46.482686,Alta
São Mateus,13511.82,0.7056,0.325,15,0.2489,0.2527,0,-23.606645,-46.489497,Baixa
São Mateus,17919.05,0.6807,0.666,10,0.2519,0.2155,1,-23.600881,-46.475277,Media
São Mateus,11010.4,0.6657,0.383,7,0.3791,0.2678,3,-23.592406,-46.483654,Media
São Mateus,14460.56,0.7089,0.295,8,0.396,0.1358,3,-23.59679,-46.487176,Media
São Mateus,14542.92,0.6764,0.538,7,0.2212,0.1175,2,-23.603685,-46.489793,Media
São Mateus,15416.69,0.6776,0.665,10,0.2725,0.1455,4,-23.586871,-46.483477,Media
São Mateus,15024.4,0.6709,0.83,11,0.4988,0.2423,4,-23.593405,-46.477384,Alta
São Mateus,11726.75,0.6937,0.795,13,0.4471,0.2102,0,-23.595489,-46.476377,Alta
São Mateus,13130.27,0.6564,1.047,10,0.4917,0.2091,2,-23.606736,-46.477888,Alta
São Mateus,10825.95,0.648,0.322,16,0.2694,0.2488,2,-23.59879,-46.47732,Media
São Mateus,10890.58,0.6443,0.309,16,0.4076,0.1529,6,-23.610391,-46.479258,Alta
São Mateus,12995.56,0.6514,0.554,11,0.0721,0.242,0,-23.597987,-46.48106,Media
São Mateus,11961.25,0.6753,0.418,14,0.2884,0.2006,3,-23.596776,-46.483248,Media
São Mateus,12925.37,0.677,0.706,5,0.2968,0.134,0,-23.598301,-46.484479,Alta
São Mateus,15545.51,0.6957,0.342,7,0.3781,0.2449,5,-23.60927,-46.478718,Baixa
São Mateus,13892.36,0.6654,0.331,14,0.3298,0.2839,1,-23.598945,-46.487017,Alta
São Mateus,13917.69,0.665,0.49,14,0.019,0.2317,0,-23.602108,-46.478633,Media
São Mateus,12712.1,0.6495,0.716,7,0.3285,0.2504,3,-23.591193,-46.481631,Alta
Guaianases,13760.76,0.7379,2.81,12,0.6491,0.1583,6,-23.544937,-46.420489,Media
Guaianases,14050.34,0.7693,2.617,12,0.1705,0.3195,0,-23.547701,-46.414153,Media
Guaianases,14522.91,0.7818,2.593,11,0.2285,0.2432,6,-23.542095,-46.417229,Media
Guaianases,13087.04,0.7801,2.924,7,0.0822,0.1134,6,-23.544918,-46.411154,Media
Guaianases,13137.17,0.7553,2.8,11,0.0061,0.1809,1,-23.542964,-46.418377,Baixa
Guaianases,14997.78,0.7774,2.513,13,0.157,0.2742,3,-23.543841,-46.427699,Media
Guaianases,12248.41,0.7614,2.526,9,0.0769,0.22,1,-23.538428,-46.413026,Alta
Guaianases,14471.39,0.7704,2.899,12,0.2379,0.2168,0,-23.542574,-46.411376,Media
Guaianases,13649.8,0.7607,2.757,9,0.2573,0.1355,3,-23.538671,-46.417966,Media
Guaianases,14503.19,0.7723,2.731,8,0.2019,0.1927,5,-23.536757,-46.419696,Baixa
Guaianases,10998.14,0.7585,2.701,9,0.1922,0.139,5,-23.546518,-46.421872,Baixa
Guaianases,15264.37,0.7662,2.949,7,0.376,0.2702,4,-23.5429,-46.421151,Alta
Guaianases,12170.99,0.7394,2.605,12,0.1287,0.2545,2,-23.54794,-46.416234,Alta
Guaianases,14508.93,0.8115,2.528,8,0.0356,0.1918,6,-23.55179,-46.410098,Baixa
Guaianases,10750.28,0.7629,2.764,9,0.2292,0.2731,4,-23.527773,-46.419822,Alta
Guaianases,11845.93,0.7463,2.55,21,0.0863,0.2502,6,-23.53148,-46.42239,Media
Guaianases,12299.75,0.7613,2.748,12,0.1652,0.2017,5,-23.539,-46.425194,Baixa
Guaianases,12498.06,0.7375,2.692,7,0.6307,0.1697,1,-23.543327,-46.416402,Alta
Guaianases,14792.07,0.7693,2.737,13,0.2194,0.1847,5,-23.539199,-46.413163,Baixa
Guaianases,14936.67,0.7686,2.869,9,0.4865,0.1329,6,-23.538862,-46.421815,Alta
Guaianases,13065.46,0.7549,2.499,10,0.3729,0.1966,6,-23.550271,-46.419499,Media
Guaianases,14990.49,0.7623,2.587,9,0.2876,0.1994,1,-23.540751,-46.420832,Baixa
Guaianases,14691.57,0.7749,2.664,11,0.0984,0.2077,3,-23.543709,-46.417817,Alta
Guaianases,10933.13,0.7398,2.537,10,0.3947,0.2281,3,-23.533132,-46.416963,Media
Guaianases,13309.3,0.7455,2.585,10,0.0887,0.224,6,-23.537936,-46.415666,Alta
Ermelino Matarazzo,24772.25,0.6862,2.735,8,0.5694,0.216,0,-23.506858,-46.479641,Alta
Ermelino Matarazzo,23114.33,0.6611,3.151,8,0.1744,0.1825,5,-23.497166,-46.483279,Media
Ermelino Matarazzo,24292.76,0.647,2.677,13,0.2138,0.1934,4,-23.494345,-46.484403,Alta
Ermelino Matarazzo,26325.11,0.7031,2.818,12,0.5292,0.1993,0,-23.4992,-46.476582,Alta
Ermelino Matarazzo,23186.04,0.6855,2.713,6,0.3959,0.2008,0,-23.505675,-46.487031,Alta
Ermelino Matarazzo,24643.19,0.6708,2.974,11,0.2563,0.1494,0,-23.500807,-46.48627,Alta
Ermelino Matarazzo,25340.38,0.6704,2.897,14,0.2401,0.2026,0,-23.495842,-46.477188,Alta
Ermelino Matarazzo,21871.68,0.6973,2.987,10,0.1972,0.2619,0,-23.502865,-46.48654,Alta
Ermelino Matarazzo,23526.11,0.6838,3.009,9,0.5221,0.1712,1,-23.502434,-46.474147,Alta
Ermelino Matarazzo,22462.32,0.6785,3.145,7,0.4328,0.2714,4,-23.509472,-46.487007,Alta
Ermelino Matarazzo,23868.47,0.6585,2.962,7,0.2462,0.1825,0,-23.506853,-46.486052,Alta
Ermelino Matarazzo,24599.42,0.7193,2.678,11,0.1137,0.3149,4,-23.503371,-46.491202,Alta
Ermelino Matarazzo,23892.9,0.6772,2.833,10,0.3004,0.2234,1,-23.496027,-46.490852,Media
Ermelino Matarazzo,23244.79,0.6543,3.029,12,0.3548,0.1932,0,-23.496353,-46.477033,Alta
Ermelino Matarazzo,21178.62,0.673,3.111,13,0.6041,0.2714,5,-23.505568,-46.488091,Alta
Ermelino Matarazzo,23821.01,0.6603,2.782,11,0.3316,0.1864,3,-23.50316,-46.487797,Alta
Ermelino Matarazzo,24579.91,0.6664,3.111,14,0.1653,0.2558,5,-23.495218,-46.483094,Media
Ermelino Matarazzo,24055.3,0.6593,2.666,6,0.3032,0.2429,3,-23.494798,-46.480672,Alta
Ermelino Matarazzo,24115.04,0.7277,2.805,8,0.1871,0.2354,4,-23.502314,-46.484634,Alta
Ermelino Matarazzo,26141.7,0.6491,2.758,11,0.3979,0.3064,3,-23.494374,-46.476075,Alta
Ermelino Matarazzo,24285.14,0.6674,2.609,16,0.389,0.3256,1,-23.50917,-46.480492,Alta
Ermelino Matarazzo,22688.9,0.6705,2.679,12,0.1938,0.1927,2,-23.497504,-46.487078,Alta
Ermelino Matarazzo,20615.72,0.6442,2.617,8,0.2932,0.1667,6,-23.497709,-46.479649,Media
Ermelino Matarazzo,21486.74,0.6647,2.626,10,0.4573,0.2915,5,-23.500796,-46.485015,Alta
Ermelino Matarazzo,24016.82,0.6619,2.985,6,0.5507,0.1724,5,-23.497274,-46.481622,Alta
São Miguel Paulista,14952.4,0.7444,0.702,11,0.334,0.192,0,-23.489287,-46.448845,Media
São Miguel Paulista,17367.97,0.7394,0.862,8,0.0467,0.2122,1,-23.497435,-46.440095,Media
São Miguel Paulista,14947.95,0.7414,1.106,8,0.1665,0.1316,5,-23.491563,-46.440118,Baixa
São Miguel Paulista,14590.97,0.7125,0.736,10,0.4949,0.2018,5,-23.498493,-46.438678,Media
São Miguel Paulista,17880.24,0.7454,0.773,13,0.0654,0.2539,1,-23.502617,-46.435265,Media
São Miguel Paulista,14911.69,0.7318,0.684,7,0.5617,0.2297,4,-23.49273,-46.440618,Media
São Miguel Paulista,15434.46,0.6968,1.584,9,0.0908,0.2324,5,-23.502242,-46.442187,Alta
São Miguel Paulista,17856.24,0.7317,0.741,8,0.0434,0.2069,6,-23.493845,-46.436015,Baixa
São Miguel Paulista,18674.68,0.7367,0.796,18,0.3111,0.2752,5,-23.500348,-46.449385,Alta
São Miguel Paulista,15407.96,0.7401,1.236,12,0.2402,0.2203,2,-23.494402,-46.445698,Alta
São Miguel Paulista,13599.13,0.7398,0.784,10,0.2163,0.2575,6,-23.501186,-46.447796,Baixa
São Miguel Paulista,17274.22,0.7056,0.984,12,0.3038,0.2372,6,-23.495068,-46.442205,Alta
São Miguel Paulista,16470.43,0.7365,0.924,8,0.559,0.1982,2,-23.498611,-46.448619,Baixa
São Miguel Paulista,12634.79,0.7034,1.582,15,0.5113,0.1544,1,-23.503987,-46.444127,Baixa
São Miguel Paulista,16161.63,0.7223,0.845,6,0.2185,0.303,5,-23.494592,-46.437555,Media
São Miguel Paulista,15896.64,0.7069,0.812,6,0.1133,0.266,4,-23.494656,-46.441256,Alta
São Miguel Paulista,16815.19,0.7388,1.094,9,0.5768,0.2097,3,-23.495497,-46.435844,Alta
São Miguel Paulista,17316.06,0.6934,1.407,8,0.1639,0.2236,3,-23.497679,-46.433688,Alta
São Miguel Paulista,15210.26,0.7013,0.924,12,0.3188,0.1963,0,-23.499294,-46.444796,Alta
